year,month,date,country,country_code,operator,operator_rank,market_share_pct,total_subscribers,new_subscribers,churned_subscribers,net_adds,churn_rate_pct,arpu_usd,revenue_musd,data_usage_gb,coverage_4g_pct,mobile_money_penetration_pct,population,penetration_rate_pct
2026,11,2026-11-01,Senegal,SN,Orange Sénégal,1,57.0,2036520,28783,42342,-13559,2.108,5.41,11.013,6.39,78.0,79.0,19208829,18.6
2026,11,2026-11-01,Senegal,SN,Free Sénégal,2,34.8,1243349,17724,42418,-24694,3.404,3.64,4.531,6.78,78.0,79.0,19208829,18.6
2026,11,2026-11-01,Senegal,SN,Expresso,3,8.2,292973,4174,11836,-7662,4.06,3.01,0.881,6.62,78.0,79.0,19208829,18.6
2026,12,2026-12-01,Senegal,SN,Orange Sénégal,1,57.0,2036520,29839,43648,-13809,2.151,5.49,11.172,7.07,78.0,79.0,19208829,18.6
2026,12,2026-12-01,Senegal,SN,Free Sénégal,2,34.8,1243349,18176,42365,-24189,3.371,3.69,4.586,7.16,78.0,79.0,19208829,18.6
2026,12,2026-12-01,Senegal,SN,Expresso,3,8.2,292973,4197,11694,-7497,3.986,3.0,0.879,6.43,78.0,79.0,19208829,18.6
2022,1,2022-01-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,22807,33604,-10797,2.108,5.51,8.782,1.82,61.0,72.0,27500000,13.8
2022,1,2022-01-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,20030,37791,-17761,2.601,4.78,6.888,1.99,61.0,72.0,27500000,13.8
2022,1,2022-01-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11062,31100,-20038,4.087,3.36,2.55,1.79,61.0,72.0,27500000,13.8
2022,2,2022-02-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,23857,33627,-9770,2.106,5.45,8.689,2.12,61.0,72.0,27500000,13.8
2022,2,2022-02-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,20546,37947,-17401,2.628,4.75,6.852,2.23,61.0,72.0,27500000,13.8
2022,2,2022-02-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,10970,30760,-19790,4.038,3.41,2.588,2.09,61.0,72.0,27500000,13.8
2022,3,2022-03-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,25257,32804,-7547,2.088,5.42,8.631,2.45,61.0,72.0,27500000,13.8
2022,3,2022-03-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,20968,37570,-16602,2.587,4.92,7.092,2.33,61.0,72.0,27500000,13.8
2022,3,2022-03-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11682,30920,-19238,4.048,3.39,2.577,2.62,61.0,72.0,27500000,13.8
2022,4,2022-04-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,23270,32884,-9614,2.078,5.71,9.098,2.73,61.0,72.0,27500000,13.8
2022,4,2022-04-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,22297,36936,-14639,2.594,5.11,7.364,2.69,61.0,72.0,27500000,13.8
2022,4,2022-04-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11732,31610,-19878,4.146,3.5,2.655,2.76,61.0,72.0,27500000,13.8
2022,5,2022-05-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,25723,33753,-8030,2.113,5.86,9.333,2.99,61.0,72.0,27500000,13.8
2022,5,2022-05-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,21926,38719,-16793,2.637,5.07,7.307,2.79,61.0,72.0,27500000,13.8
2022,5,2022-05-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11538,31420,-19882,4.105,3.48,2.644,2.93,61.0,72.0,27500000,13.8
2022,6,2022-06-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,24527,32043,-7516,2.06,5.69,9.062,3.43,61.0,72.0,27500000,13.8
2022,6,2022-06-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,22783,37423,-14640,2.62,5.09,7.344,3.3,61.0,72.0,27500000,13.8
2022,6,2022-06-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,12374,31028,-18654,4.053,3.52,2.675,3.3,61.0,72.0,27500000,13.8
2022,7,2022-07-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,23221,33458,-10237,2.104,5.73,9.141,3.42,61.0,72.0,27500000,13.8
2022,7,2022-07-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,23587,37628,-14041,2.593,5.03,7.248,3.7,61.0,72.0,27500000,13.8
2022,7,2022-07-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,12106,31573,-19467,4.157,3.48,2.644,3.73,61.0,72.0,27500000,13.8
2022,8,2022-08-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,25041,33817,-8776,2.108,5.8,9.248,3.8,61.0,72.0,27500000,13.8
2022,8,2022-08-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,22194,38776,-16582,2.634,4.95,7.133,4.24,61.0,72.0,27500000,13.8
2022,8,2022-08-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11385,31029,-19644,4.108,3.45,2.62,3.98,61.0,72.0,27500000,13.8
2022,9,2022-09-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,23497,33638,-10141,2.111,5.78,9.213,4.56,61.0,72.0,27500000,13.8
2022,9,2022-09-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,21656,37703,-16047,2.611,4.95,7.131,3.99,61.0,72.0,27500000,13.8
2022,9,2022-09-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,10815,31162,-20347,4.089,3.43,2.606,4.1,61.0,72.0,27500000,13.8
2022,10,2022-10-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,22568,33500,-10932,2.133,5.51,8.777,4.74,61.0,72.0,27500000,13.8
2022,10,2022-10-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,20907,38537,-17630,2.644,4.8,6.921,4.46,61.0,72.0,27500000,13.8
2022,10,2022-10-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,11375,30899,-19524,4.136,3.41,2.585,4.81,61.0,72.0,27500000,13.8
2022,11,2022-11-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,23354,33426,-10072,2.087,5.43,8.65,4.67,61.0,72.0,27500000,13.8
2022,11,2022-11-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,20866,37679,-16813,2.583,4.77,6.877,4.71,61.0,72.0,27500000,13.8
2022,11,2022-11-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,10051,31719,-21668,4.132,3.2,2.426,4.71,61.0,72.0,27500000,13.8
2022,12,2022-12-01,Cote dIvoire,CI,Orange CI,1,42.0,1593900,22060,33481,-11421,2.076,5.34,8.509,5.19,61.0,72.0,27500000,13.8
2022,12,2022-12-01,Cote dIvoire,CI,MTN CI,2,38.0,1442100,21063,37505,-16442,2.599,4.61,6.653,5.35,61.0,72.0,27500000,13.8
2022,12,2022-12-01,Cote dIvoire,CI,Moov Africa CI,3,20.0,759000,10419,30832,-20413,4.08,3.34,2.533,5.32,61.0,72.0,27500000,13.8
2023,1,2023-01-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,26065,36807,-10742,2.03,5.85,10.648,2.24,67.0,76.0,28160000,15.2
2023,1,2023-01-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,24088,40969,-16881,2.533,4.95,7.984,2.18,67.0,76.0,28160000,15.2
2023,1,2023-01-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12258,33926,-21668,3.974,3.45,2.923,2.28,67.0,76.0,28160000,15.2
2023,2,2023-02-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,26804,36286,-9482,2.035,5.84,10.627,2.54,67.0,76.0,28160000,15.2
2023,2,2023-02-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,21660,41961,-20301,2.547,5.03,8.119,2.64,67.0,76.0,28160000,15.2
2023,2,2023-02-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12687,33003,-20316,3.936,3.47,2.937,2.74,67.0,76.0,28160000,15.2
2023,3,2023-03-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,27465,37306,-9841,2.033,5.92,10.776,2.82,67.0,76.0,28160000,15.2
2023,3,2023-03-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,25950,40822,-14872,2.531,5.16,8.327,2.95,67.0,76.0,28160000,15.2
2023,3,2023-03-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,13165,34295,-21130,4.021,3.51,2.974,3.03,67.0,76.0,28160000,15.2
2023,4,2023-04-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,28085,36354,-8269,2.014,5.99,10.9,3.15,67.0,76.0,28160000,15.2
2023,4,2023-04-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,25001,41486,-16485,2.53,5.28,8.526,3.06,67.0,76.0,28160000,15.2
2023,4,2023-04-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,13429,33612,-20183,4.015,3.67,3.114,3.21,67.0,76.0,28160000,15.2
2023,5,2023-05-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,29397,36890,-7493,2.031,6.1,11.088,3.37,67.0,76.0,28160000,15.2
2023,5,2023-05-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,24220,40117,-15897,2.522,5.45,8.795,3.26,67.0,76.0,28160000,15.2
2023,5,2023-05-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12303,33157,-20854,3.938,3.62,3.068,3.68,67.0,76.0,28160000,15.2
2023,6,2023-06-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,27792,38273,-10481,2.058,6.21,11.288,3.64,67.0,76.0,28160000,15.2
2023,6,2023-06-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,26903,39128,-12225,2.459,5.22,8.421,3.89,67.0,76.0,28160000,15.2
2023,6,2023-06-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,13770,34722,-20952,4.074,3.75,3.175,3.86,67.0,76.0,28160000,15.2
2023,7,2023-07-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,28470,37375,-8905,2.052,6.08,11.057,3.85,67.0,76.0,28160000,15.2
2023,7,2023-07-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,23771,40542,-16771,2.515,5.24,8.463,3.78,67.0,76.0,28160000,15.2
2023,7,2023-07-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,13702,34075,-20373,3.984,3.61,3.057,3.8,67.0,76.0,28160000,15.2
2023,8,2023-08-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,27012,37320,-10308,2.056,6.05,11.0,4.09,67.0,76.0,28160000,15.2
2023,8,2023-08-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,23701,40494,-16793,2.525,5.27,8.509,3.96,67.0,76.0,28160000,15.2
2023,8,2023-08-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12959,34040,-21081,3.995,3.65,3.096,4.59,67.0,76.0,28160000,15.2
2023,9,2023-09-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,26935,37147,-10212,2.04,5.93,10.784,4.61,67.0,76.0,28160000,15.2
2023,9,2023-09-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,23695,40443,-16748,2.523,5.04,8.128,5.0,67.0,76.0,28160000,15.2
2023,9,2023-09-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12448,33046,-20598,3.928,3.62,3.066,4.53,67.0,76.0,28160000,15.2
2023,10,2023-10-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,26200,37622,-11422,2.062,5.69,10.351,5.43,67.0,76.0,28160000,15.2
2023,10,2023-10-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,23941,40468,-16527,2.492,5.07,8.187,4.85,67.0,76.0,28160000,15.2
2023,10,2023-10-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12474,33611,-21137,3.972,3.55,3.008,5.44,67.0,76.0,28160000,15.2
2023,11,2023-11-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,25259,36816,-11557,2.026,5.9,10.726,4.99,67.0,76.0,28160000,15.2
2023,11,2023-11-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,24542,41135,-16593,2.563,5.01,8.083,5.62,67.0,76.0,28160000,15.2
2023,11,2023-11-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12197,33382,-21185,3.962,3.39,2.876,5.03,67.0,76.0,28160000,15.2
2023,12,2023-12-01,Cote dIvoire,CI,Orange CI,1,42.5,1819136,26222,36320,-10098,2.012,5.66,10.305,5.07,67.0,76.0,28160000,15.2
2023,12,2023-12-01,Cote dIvoire,CI,MTN CI,2,37.7,1613680,23818,40017,-16199,2.53,4.97,8.015,5.84,67.0,76.0,28160000,15.2
2023,12,2023-12-01,Cote dIvoire,CI,Moov Africa CI,3,19.8,847503,12816,33437,-20621,3.929,3.39,2.874,5.48,67.0,76.0,28160000,15.2
2024,1,2024-01-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,30232,41572,-11340,1.985,5.97,12.438,2.62,74.0,80.0,28835840,16.8
2024,1,2024-01-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,26148,43260,-17112,2.409,5.24,9.493,2.76,74.0,80.0,28835840,16.8
2024,1,2024-01-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14000,36589,-22589,3.896,3.66,3.474,2.76,74.0,80.0,28835840,16.8
2024,2,2024-02-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,32752,41340,-8588,1.977,6.16,12.841,2.86,74.0,80.0,28835840,16.8
2024,2,2024-02-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,26511,44653,-18142,2.447,5.46,9.884,2.79,74.0,80.0,28835840,16.8
2024,2,2024-02-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,13188,36290,-23102,3.803,3.67,3.485,2.59,74.0,80.0,28835840,16.8
2024,3,2024-03-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,33583,41277,-7694,1.982,6.35,13.23,3.21,74.0,80.0,28835840,16.8
2024,3,2024-03-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,27926,44108,-16182,2.442,5.51,9.983,3.25,74.0,80.0,28835840,16.8
2024,3,2024-03-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14666,36285,-21619,3.828,3.76,3.575,3.29,74.0,80.0,28835840,16.8
2024,4,2024-04-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,31898,40747,-8849,1.956,6.5,13.544,3.58,74.0,80.0,28835840,16.8
2024,4,2024-04-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,28400,44885,-16485,2.443,5.64,10.227,3.5,74.0,80.0,28835840,16.8
2024,4,2024-04-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14063,36003,-21940,3.803,3.85,3.654,3.47,74.0,80.0,28835840,16.8
2024,5,2024-05-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,32842,41114,-8272,1.975,6.54,13.616,3.81,74.0,80.0,28835840,16.8
2024,5,2024-05-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,27326,43343,-16017,2.396,5.58,10.101,3.91,74.0,80.0,28835840,16.8
2024,5,2024-05-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,15274,37074,-21800,3.913,4.03,3.825,3.83,74.0,80.0,28835840,16.8
2024,6,2024-06-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,31898,40857,-8959,1.967,6.48,13.509,4.13,74.0,80.0,28835840,16.8
2024,6,2024-06-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,28266,44545,-16279,2.448,5.81,10.526,4.29,74.0,80.0,28835840,16.8
2024,6,2024-06-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,13677,36387,-22710,3.797,3.88,3.683,4.05,74.0,80.0,28835840,16.8
2024,7,2024-07-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,30581,40859,-10278,1.951,6.56,13.672,4.27,74.0,80.0,28835840,16.8
2024,7,2024-07-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,27657,43302,-15645,2.381,5.55,10.059,4.44,74.0,80.0,28835840,16.8
2024,7,2024-07-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14992,36632,-21640,3.853,3.88,3.686,4.66,74.0,80.0,28835840,16.8
2024,8,2024-08-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,31845,40672,-8827,1.971,6.35,13.238,4.49,74.0,80.0,28835840,16.8
2024,8,2024-08-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,29144,43597,-14453,2.44,5.46,9.897,5.05,74.0,80.0,28835840,16.8
2024,8,2024-08-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14235,36897,-22662,3.846,3.85,3.655,5.13,74.0,80.0,28835840,16.8
2024,9,2024-09-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,30789,42292,-11503,1.987,6.22,12.947,5.19,74.0,80.0,28835840,16.8
2024,9,2024-09-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,28238,45106,-16868,2.451,5.49,9.948,4.81,74.0,80.0,28835840,16.8
2024,9,2024-09-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,13953,37502,-23549,3.872,3.82,3.623,4.91,74.0,80.0,28835840,16.8
2024,10,2024-10-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,29384,40796,-11412,1.978,6.26,13.034,5.13,74.0,80.0,28835840,16.8
2024,10,2024-10-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,27062,44336,-17274,2.418,5.44,9.849,5.56,74.0,80.0,28835840,16.8
2024,10,2024-10-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,13362,36862,-23500,3.825,3.71,3.526,5.23,74.0,80.0,28835840,16.8
2024,11,2024-11-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,30667,41856,-11189,2.0,6.25,13.022,5.42,74.0,80.0,28835840,16.8
2024,11,2024-11-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,26280,44811,-18531,2.467,5.42,9.819,5.74,74.0,80.0,28835840,16.8
2024,11,2024-11-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,14191,36656,-22465,3.875,3.63,3.447,5.31,74.0,80.0,28835840,16.8
2024,12,2024-12-01,Cote dIvoire,CI,Orange CI,1,43.0,2083101,31847,39867,-8020,1.935,6.0,12.501,5.82,74.0,80.0,28835840,16.8
2024,12,2024-12-01,Cote dIvoire,CI,MTN CI,2,37.4,1811813,26728,44799,-18071,2.452,5.22,9.462,5.85,74.0,80.0,28835840,16.8
2024,12,2024-12-01,Cote dIvoire,CI,Moov Africa CI,3,19.6,949506,13570,37287,-23717,3.865,3.68,3.497,6.12,74.0,80.0,28835840,16.8
2025,1,2025-01-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34850,44803,-9953,1.924,6.26,14.542,3.06,79.0,83.0,29527900,18.1
2025,1,2025-01-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,28256,46881,-18625,2.351,5.69,11.273,3.0,79.0,83.0,29527900,18.1
2025,1,2025-01-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15780,38897,-23117,3.743,4.02,4.172,3.08,79.0,83.0,29527900,18.1
2025,2,2025-02-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34948,43812,-8864,1.877,6.6,15.347,3.41,79.0,83.0,29527900,18.1
2025,2,2025-02-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,28077,46750,-18673,2.363,5.59,11.092,3.2,79.0,83.0,29527900,18.1
2025,2,2025-02-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,16005,39065,-23060,3.753,3.86,4.003,3.37,79.0,83.0,29527900,18.1
2025,3,2025-03-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34235,44899,-10664,1.934,6.61,15.366,3.46,79.0,83.0,29527900,18.1
2025,3,2025-03-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,29634,47415,-17781,2.381,5.71,11.312,3.52,79.0,83.0,29527900,18.1
2025,3,2025-03-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15378,39636,-24258,3.758,3.99,4.135,3.64,79.0,83.0,29527900,18.1
2025,4,2025-04-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34057,44053,-9996,1.929,6.59,15.311,4.15,79.0,83.0,29527900,18.1
2025,4,2025-04-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,32665,46391,-13726,2.353,5.91,11.726,4.2,79.0,83.0,29527900,18.1
2025,4,2025-04-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,16844,39937,-23093,3.806,4.16,4.308,4.02,79.0,83.0,29527900,18.1
2025,5,2025-05-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,35484,44407,-8923,1.926,6.84,15.894,4.16,79.0,83.0,29527900,18.1
2025,5,2025-05-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,31415,47147,-15732,2.355,5.99,11.878,4.51,79.0,83.0,29527900,18.1
2025,5,2025-05-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15997,37968,-21971,3.688,4.03,4.183,4.18,79.0,83.0,29527900,18.1
2025,6,2025-06-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,37914,44654,-6740,1.909,6.77,15.732,4.92,79.0,83.0,29527900,18.1
2025,6,2025-06-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,31472,47378,-15906,2.395,5.93,11.752,4.42,79.0,83.0,29527900,18.1
2025,6,2025-06-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,17089,39709,-22620,3.772,4.14,4.294,4.25,79.0,83.0,29527900,18.1
2025,7,2025-07-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34167,44634,-10467,1.914,6.82,15.86,4.69,79.0,83.0,29527900,18.1
2025,7,2025-07-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,31246,45919,-14673,2.328,5.88,11.654,4.11,79.0,83.0,29527900,18.1
2025,7,2025-07-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,16946,39316,-22370,3.73,4.12,4.274,4.66,79.0,83.0,29527900,18.1
2025,8,2025-08-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34505,44771,-10266,1.92,6.82,15.85,5.41,79.0,83.0,29527900,18.1
2025,8,2025-08-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,30151,46455,-16304,2.364,5.82,11.549,5.04,79.0,83.0,29527900,18.1
2025,8,2025-08-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,16298,38514,-22216,3.745,4.18,4.338,5.03,79.0,83.0,29527900,18.1
2025,9,2025-09-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,34091,43342,-9251,1.911,6.7,15.567,5.6,79.0,83.0,29527900,18.1
2025,9,2025-09-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,29802,47023,-17221,2.359,5.65,11.196,5.26,79.0,83.0,29527900,18.1
2025,9,2025-09-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,14967,39106,-24139,3.761,3.93,4.075,5.53,79.0,83.0,29527900,18.1
2025,10,2025-10-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,32519,44929,-12410,1.91,6.4,14.89,5.47,79.0,83.0,29527900,18.1
2025,10,2025-10-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,30151,46530,-16379,2.371,5.67,11.246,5.82,79.0,83.0,29527900,18.1
2025,10,2025-10-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15322,38809,-23487,3.757,3.88,4.026,5.72,79.0,83.0,29527900,18.1
2025,11,2025-11-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,30714,44143,-13429,1.891,6.47,15.032,5.29,79.0,83.0,29527900,18.1
2025,11,2025-11-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,29245,47395,-18150,2.342,5.58,11.071,5.78,79.0,83.0,29527900,18.1
2025,11,2025-11-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15633,38364,-22731,3.724,3.83,3.968,5.86,79.0,83.0,29527900,18.1
2025,12,2025-12-01,Cote dIvoire,CI,Orange CI,1,43.5,2324879,33601,44719,-11118,1.893,6.37,14.82,6.22,79.0,83.0,29527900,18.1
2025,12,2025-12-01,Cote dIvoire,CI,MTN CI,2,37.1,1982828,27213,47189,-19976,2.359,5.54,10.993,6.24,79.0,83.0,29527900,18.1
2025,12,2025-12-01,Cote dIvoire,CI,Moov Africa CI,3,19.4,1036842,15064,39619,-24555,3.85,3.83,3.968,6.66,79.0,83.0,29527900,18.1
2026,1,2026-01-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,35392,47692,-12300,1.85,6.53,16.678,3.72,83.0,85.0,30236569,19.2
2026,1,2026-01-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,30520,50041,-19521,2.313,5.78,12.342,3.54,83.0,85.0,30236569,19.2
2026,1,2026-01-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,15730,40151,-24421,3.625,4.07,4.532,3.34,83.0,85.0,30236569,19.2
2026,2,2026-02-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,36473,47213,-10740,1.841,6.9,17.632,3.5,83.0,85.0,30236569,19.2
2026,2,2026-02-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32735,48853,-16118,2.289,5.9,12.601,3.5,83.0,85.0,30236569,19.2
2026,2,2026-02-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,16293,40786,-24493,3.623,4.14,4.612,4.18,83.0,85.0,30236569,19.2
2026,3,2026-03-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,38690,47570,-8880,1.859,6.8,17.359,4.07,83.0,85.0,30236569,19.2
2026,3,2026-03-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32207,49378,-17171,2.281,5.89,12.579,4.23,83.0,85.0,30236569,19.2
2026,3,2026-03-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,16660,39881,-23221,3.656,4.11,4.581,4.26,83.0,85.0,30236569,19.2
2026,4,2026-04-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,37910,46956,-9046,1.848,7.06,18.025,4.42,83.0,85.0,30236569,19.2
2026,4,2026-04-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32327,48572,-16245,2.283,6.01,12.847,4.65,83.0,85.0,30236569,19.2
2026,4,2026-04-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17676,40696,-23020,3.596,4.29,4.787,4.21,83.0,85.0,30236569,19.2
2026,5,2026-05-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,39614,46967,-7353,1.855,7.1,18.144,4.33,83.0,85.0,30236569,19.2
2026,5,2026-05-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,32693,49560,-16867,2.315,6.21,13.27,4.54,83.0,85.0,30236569,19.2
2026,5,2026-05-01,Cote dIvoire,CI,Moov Africa CI,3,19.2,1114640,17052,40804,-23752,3.629,4.21,4.687,4.63,83.0,85.0,30236569,19.2
2026,6,2026-06-01,Cote dIvoire,CI,Orange CI,1,44.0,2554385,38652,47794,-9142,1.884,7.16,18.29,4.94,83.0,85.0,30236569,19.2
2026,6,2026-06-01,Cote dIvoire,CI,MTN CI,2,36.8,2136395,33816,49363,-15547,2.296,6.32,13.503,5.0,83.0,85.0,30236569,19.2
